IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,QualityCode,ID
0,2009-12-09,MANHEIM,2005,4,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,GOLD,AUTO,1,Alloy,52216,AMERICAN,MEDIUM,GM,4827,6206,8229,9497,5246,6588,8449,10027,NULL,NULL,22916,0,CO,6590,0,1003,AU,2564900
0,2010-01-13,MANHEIM,2008,2,FORD,FUSION V6,SEL,4D SEDAN SEL,GREEN,AUTO,1,Alloy,84401,AMERICAN,MEDIUM,FORD,10415,11608,14468,15748,10725,11979,16289,18194,NULL,NULL,3453,0,CO,7985,0,1373,VQ,2565000
0,2010-09-01,MANHEIM,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,2,Covers,72583,AMERICAN,LARGE,GM,6416,7889,9813,11504,6014,7188,9330,10814,NULL,NULL,22916,0,CO,7670,0,1974,NG,2565200
0,2010-07-21,MANHEIM,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,BLUE,AUTO,1,Alloy,58177,AMERICAN,MEDIUM,GM,7113,8233,10379,11478,6710,8170,9765,10814,NULL,NULL,99750,0,TX,7400,0,837,RT,2565500
0,2010-07-19,OTHER,2003,7,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,WHITE,AUTO,1,Alloy,96214,AMERICAN,SMALL SUV,FORD,5159,6746,8820,11533,4444,5762,7636,9201,NULL,NULL,18111,0,WV,5818,0,1930,UF,2566200
0,2009-11-03,OTHER,2008,1,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,2,Covers,48080,AMERICAN,MEDIUM,CHRYSLER,6955,7534,8011,8637,7743,8225,11335,11733,NULL,NULL,99761,0,OK,6800,0,693,DD,2567200
0,2009-10-28,OTHER,2006,3,CHRYSLER,300 3.5L V6 MPI,Lim,4D SEDAN,GREEN,AUTO,1,Alloy,87688,AMERICAN,SPECIALTY,CHRYSLER,9093,10621,10320,11971,10287,12044,13581,15389,NULL,NULL,22808,0,OK,9095,0,1503,NL,2567400
0,2010-10-28,MANHEIM,2007,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BROWN,AUTO,2,Covers,91029,AMERICAN,MEDIUM,GM,6949,8084,10402,11465,6819,8020,9641,11108,NULL,NULL,99750,0,NE,6000,0,1197,UU,2567600
0,2010-04-06,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,ORANGE,AUTO,2,Covers,46161,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7724,8430,11598,12245,NULL,NULL,99761,0,OK,7500,0,693,VD,2567900
0,2010-04-06,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,ORANGE,AUTO,2,Covers,47262,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7678,8543,11509,12387,NULL,NULL,99761,0,OK,7500,0,693,CX,2568000
0,2010-05-17,OTHER,2009,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN,RED,AUTO,2,Covers,46516,AMERICAN,MEDIUM,CHRYSLER,9140,9725,13912,14400,9096,9587,13135,13654,NULL,NULL,99761,0,OK,8800,0,834,PJ,2568100
0,2009-12-16,MANHEIM,2006,3,CHRYSLER,300,Lim,4D SEDAN,GOLD,AUTO,1,Alloy,81468,AMERICAN,SPECIALTY,CHRYSLER,8802,10385,12492,14336,9913,11456,13930,15462,NULL,NULL,16926,0,CA,10725,0,1503,QC,2568900
1,2010-08-25,ADESA,2004,6,FORD,TAURUS,SE,4D SEDAN SE,BEIGE,AUTO,2,Covers,90319,AMERICAN,MEDIUM,FORD,2844,3934,5733,7488,2844,3934,5733,7488,NULL,NULL,52644,1,TX,4995,0,1053,DV,2569300
0,2010-09-08,ADESA,2006,4,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,2,Covers,83636,AMERICAN,MEDIUM,FORD,4211,5590,7527,8986,4222,5436,7573,8790,NO,GREEN,52644,0,TX,5730,0,983,UF,2569400
1,2009-12-10,MANHEIM,2002,7,FORD,ESCAPE 2WD V6,XLS,4D CUV 3.0L XLS,BLUE,AUTO,1,Alloy,71778,AMERICAN,SMALL SUV,FORD,3125,3944,6185,7158,3457,4208,6685,8138,NULL,NULL,16926,1,CA,5070,0,1220,NF,2570400
0,2010-11-02,ADESA,2005,5,VOLKSWAGEN,BEETLE,GL,2D COUPE GL,BLACK,AUTO,1,Alloy,74402,OTHER,COMPACT,OTHER,5373,6251,9153,9949,4763,5364,9092,9797,NULL,NULL,18822,0,TX,6425,0,1389,ST,2571100
0,2010-12-07,ADESA,2004,6,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L SE,BLUE,AUTO,2,Covers,78311,AMERICAN,VAN,CHRYSLER,2649,3725,5066,7123,4128,5564,7213,8557,NO,GREEN,25100,0,TX,4505,0,1623,DD,2571200
0,2009-04-21,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,70380,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5569,6584,6515,7611,NULL,NULL,99750,0,MO,4600,0,1389,GE,2572000
1,2010-01-26,MANHEIM,2007,3,SATURN,VUE 2WD V6,Bas,4D CUV 3.0L,GREEN,AUTO,1,Alloy,74283,AMERICAN,MEDIUM SUV,GM,9933,11567,14223,15716,9933,11567,14223,15716,NULL,NULL,17675,1,NC,8010,0,1389,MD,2573000
0,2009-10-26,MANHEIM,2002,7,FORD,TAURUS 3.0L V6 EFI,SEL,4D SEDAN SE COMFORT,BLUE,AUTO,1,Alloy,74320,AMERICAN,MEDIUM,FORD,2978,4227,3716,5065,2164,3202,4967,6298,NULL,NULL,21973,0,TN,4925,0,1220,OG,2573200
0,2010-06-01,MANHEIM,2008,2,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,GREY,AUTO,2,Covers,72479,AMERICAN,MEDIUM,GM,10537,12382,14614,16655,11619,13129,15248,16617,NULL,NULL,18111,0,TN,9300,0,1038,MD,2573300
0,2010-07-20,MANHEIM,2005,5,MAZDA,TRIBUTE 4WD V6,s,4D SPORT UTILITY I,SILVER,AUTO,NULL,NULL,75351,OTHER ASIAN,SMALL SUV,OTHER,6539,8370,10487,11971,8674,10383,12799,14410,NULL,NULL,18881,0,TN,7325,0,1389,CX,2574300
0,2010-11-23,MANHEIM,2006,4,SUZUKI,FORENZA,NA,4D SEDAN,BLACK,AUTO,2,Covers,48795,OTHER ASIAN,MEDIUM,OTHER,3487,4610,6807,7513,3654,4654,7777,9906,NULL,NULL,18880,0,TN,4625,0,482,RR,2574500
0,2009-07-15,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,RED,AUTO,2,Covers,70069,AMERICAN,MEDIUM,GM,6408,7588,7421,8695,6403,7463,7415,8560,NULL,NULL,3453,0,UT,5230,0,1038,DD,2574900
1,2009-03-19,ADESA,2004,5,PONTIAC,MONTANA 3.4L V6 SFI,NA,4D MINIVAN EXT 3.4L,GOLD,AUTO,NULL,NULL,78809,AMERICAN,VAN,GM,3996,5090,4816,5997,4189,5287,5024,6210,NULL,NULL,17675,1,NC,4920,0,4622,PJ,2575600
0,2009-10-08,ADESA,2002,7,CHEVROLET,MALIBU V6 3.1L V6 SF,Bas,4D SEDAN,GOLD,AUTO,2,Covers,73021,AMERICAN,MEDIUM,GM,1891,2833,2542,3560,2539,3399,5305,6610,NULL,NULL,8172,0,NC,4105,0,2508,SD,2576100
1,2010-07-22,ADESA,2004,6,DODGE,1500 RAM PICKUP 2WD,ST,REG CAB 5.7L SLT,WHITE,AUTO,1,Alloy,67142,AMERICAN,LARGE TRUCK,CHRYSLER,7758,9946,11935,14949,7905,10134,12146,14514,NULL,NULL,52492,1,NC,8265,0,825,EO,2576600
0,2010-03-24,ADESA,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,SILVER,AUTO,2,Covers,78725,AMERICAN,MEDIUM,GM,6908,7958,9950,11463,6342,7654,9666,11206,NULL,NULL,20207,0,TX,8020,0,1038,IL,2577100
0,2010-10-26,ADESA,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,GREEN,AUTO,2,Covers,62823,AMERICAN,MEDIUM,CHRYSLER,4358,5665,7605,9701,4143,5448,7552,8639,NULL,NULL,25100,0,TX,5615,0,1020,YJ,2577600
0,2009-08-20,ADESA,2004,5,TOYOTA,CAMRY 4C 2.4L I-4 SF,LE,4D SEDAN LE,GOLD,AUTO,2,Covers,70269,TOP LINE ASIAN,MEDIUM,OTHER,7938,8975,9073,10193,6341,7660,9371,11608,NULL,NULL,20234,0,CO,9210,0,569,YX,2577900
0,2010-02-18,ADESA,2006,4,DODGE,MAGNUM V6,SE,WAGON 3.5L SXT,SILVER,AUTO,2,Covers,62337,AMERICAN,SPECIALTY,CHRYSLER,9165,10519,12975,14262,9101,10759,13178,15352,NULL,NULL,22916,0,CO,8415,0,1215,QC,2578000
0,2010-06-03,ADESA,2004,6,PONTIAC,GRAND AM V6,SE,4D SEDAN SE1,SILVER,AUTO,1,Alloy,51361,AMERICAN,MEDIUM,GM,3208,4250,6605,7543,3021,4225,5895,7149,NULL,NULL,22916,0,CO,5295,0,1666,VI,2578100
1,2010-04-02,ADESA,2003,7,NISSAN,FRONTIER PICKUP 2WD,SE,CREW CAB 3.3L,YELLOW,MANUAL,1,Alloy,79352,TOP LINE ASIAN,SMALL TRUCK,OTHER,6163,7553,9225,11230,6042,7322,9302,10551,NULL,NULL,18111,1,TN,8390,0,869,AU,2578800
1,2009-03-06,ADESA,2002,7,MAZDA,TRIBUTE 2WD V6 3.0L,ES,4D SPORT UTILITY LX,BLUE,AUTO,NULL,NULL,62737,OTHER ASIAN,SMALL SUV,OTHER,4142,5224,4973,6142,4142,5224,4973,6142,NULL,NULL,23359,1,CA,5990,0,1125,OV,2579000
0,2009-12-04,ADESA,2006,3,MERCURY,MARINER 2WD V6,Bas,4D SUV 3.0L,WHITE,AUTO,1,Alloy,90171,AMERICAN,SMALL SUV,FORD,8515,10748,12770,14768,8852,11307,13110,15898,NULL,NULL,16926,0,CA,6380,0,1053,SD,2579300
0,2010-01-27,ADESA,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,2,Covers,56303,AMERICAN,MEDIUM,CHRYSLER,4743,5937,8327,9565,5418,6429,8649,9719,NULL,NULL,21053,0,AZ,5735,0,1086,EF,2579900
0,2010-02-04,ADESA,2005,5,SATURN,VUE 2WD 4C,NA,4D CUV 2.2L,SILVER,AUTO,2,Covers,70084,AMERICAN,MEDIUM SUV,GM,5072,6184,8880,10038,5116,6421,8608,9839,NULL,NULL,20740,0,FL,7600,0,1623,ST,2580100
0,2010-02-11,ADESA,2007,3,SUZUKI,FORENZA,NA,4D SEDAN,GOLD,AUTO,2,Covers,46019,OTHER ASIAN,MEDIUM,OTHER,5196,6006,8846,10225,5436,6302,8528,9700,NULL,NULL,19662,0,TX,5715,0,482,MH,2580900
0,2010-05-12,ADESA,2005,5,HYUNDAI,ELANTRA,GLS,4D SEDAN,WHITE,AUTO,2,Covers,82543,OTHER ASIAN,MEDIUM,OTHER,3884,4998,6821,8597,4087,5192,7611,8709,NULL,NULL,20740,0,VA,5190,0,594,NL,2582700
0,2009-04-14,ADESA,2007,2,CHEVROLET,COBALT 2.2L I4 MPI /,LS,4D SEDAN LS,RED,AUTO,NULL,NULL,51926,AMERICAN,COMPACT,GM,6284,7104,7287,8172,6284,7104,7287,8172,NULL,NULL,22916,0,IA,5505,0,671,RR,2584500
1,2010-08-31,OTHER,2001,9,INFINITI,QX4 4WD V6,NA,4D SPORT UTILITY,BEIGE,AUTO,1,Alloy,73783,OTHER ASIAN,MEDIUM SUV,OTHER,5926,7101,8707,10670,5880,6586,8750,9604,NULL,NULL,22808,1,TX,7695,0,2040,IE,2585000
0,2009-02-24,MANHEIM,2006,3,CHEVROLET,2500HD SILVERADO PIC,LS,EXT CAB 6.0L,WHITE,AUTO,2,Covers,73960,AMERICAN,LARGE TRUCK,GM,8787,10852,9990,12220,8418,10534,9591,11877,NULL,NULL,835,0,AZ,6980,0,1155,VI,2585400
1,2009-03-10,MANHEIM,2005,4,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN,WHITE,AUTO,1,Alloy,70293,AMERICAN,COMPACT,CHRYSLER,4257,5236,5098,6155,3986,4899,6681,7719,NULL,NULL,835,1,AZ,4560,0,686,BF,2585500
0,2009-07-14,MANHEIM,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,79210,AMERICAN,LARGE,GM,7513,8711,8614,9908,7738,8967,8857,10184,NULL,NULL,835,0,AZ,6580,0,1974,RH,2585700
0,2010-05-18,MANHEIM,2005,5,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,GREY,AUTO,1,Alloy,86066,AMERICAN,MEDIUM SUV,GM,6880,7851,11140,11997,7461,8581,12073,13092,NULL,NULL,835,0,AZ,8440,0,1243,MD,2587700
0,2010-07-06,MANHEIM,2005,5,CHRYSLER,PACIFICA AWD,Bas,4D SPORT,SILVER,AUTO,1,Alloy,73562,AMERICAN,CROSSOVER,CHRYSLER,6198,8234,10007,11947,7458,8981,10466,12364,NULL,NULL,835,0,AZ,8515,0,1857,VP,2588100
1,2010-08-17,MANHEIM,2004,6,CHEVROLET,VENTURE FWD V6,LS,PASSENGER EXT 3.4L,WHITE,AUTO,1,Alloy,92181,AMERICAN,VAN,GM,3211,4605,7283,8408,3138,4384,6501,8080,NULL,NULL,835,1,AZ,4680,0,5613,NG,2588200
0,2010-01-27,MANHEIM,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN TOURING,RED,AUTO,2,Covers,63100,AMERICAN,MEDIUM,CHRYSLER,4712,5821,8294,9445,4724,5805,7786,9070,NULL,NULL,20234,0,CA,5465,0,1215,NL,2589900
0,2009-06-23,MANHEIM,2004,5,GMC,YUKON XL 1500 2WD 5.,150,4D UTILITY 5.3L SLE,GREEN,AUTO,1,Alloy,68174,AMERICAN,LARGE SUV,GM,9567,11223,10832,12621,9567,11223,10832,12621,NULL,NULL,19662,0,TX,10310,0,1411,BL,2590100
0,2009-12-14,MANHEIM,2005,4,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,WHITE,AUTO,NULL,NULL,79327,AMERICAN,MEDIUM,GM,3346,4440,6239,7868,3844,4903,6734,9975,NULL,NULL,19619,0,NC,4000,0,1155,BY,2590500
0,2010-07-19,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,68078,AMERICAN,LARGE,GM,8052,9103,11583,12901,7678,8922,11353,12719,NULL,NULL,17675,0,NC,7900,0,1703,CX,2590900
0,2010-08-02,MANHEIM,2006,4,NISSAN,SENTRA,Bas,4D SEDAN 1.8,BEIGE,AUTO,1,Alloy,70415,TOP LINE ASIAN,COMPACT,OTHER,5425,6507,9084,9973,5216,6801,8694,10013,NULL,NULL,1191,0,NC,6335,1,569,QV,2591000
0,2010-10-26,OTHER,2006,4,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,2,Covers,57309,AMERICAN,MEDIUM,FORD,3811,4951,7615,8571,4386,5628,7748,9129,NO,GREEN,3453,0,UT,5860,0,754,AZ,2591200
0,2010-06-01,OTHER,2005,5,MAZDA,MAZDA6,i,4D SEDAN I,GREY,AUTO,1,Alloy,45199,OTHER ASIAN,MEDIUM,OTHER,5763,7013,9405,10650,6301,7729,9881,11684,NULL,NULL,20234,0,CA,9005,0,905,GE,2591400
0,2010-10-01,MANHEIM,2003,7,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,1,Alloy,85799,AMERICAN,MEDIUM,FORD,2572,3643,5360,6674,2088,3010,4961,6276,NULL,NULL,17675,0,NC,4600,0,1283,QC,2591900
0,2010-12-06,MANHEIM,2004,6,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,BLUE,AUTO,1,Alloy,86862,AMERICAN,COMPACT,GM,2880,3883,5551,6853,3020,4052,5450,6756,NO,GREEN,18880,0,NC,4200,0,1243,TV,2592200
1,2009-08-18,MANHEIM,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GOLD,AUTO,2,Covers,70426,AMERICAN,MEDIUM,FORD,4430,5667,5284,6620,4213,5346,5050,6274,NULL,NULL,20740,1,MD,4215,0,920,CA,2592400
0,2010-01-19,MANHEIM,2006,4,CHRYSLER,SEBRING V6,Tou,2D CONVERTIBLE TOURING,GOLD,AUTO,1,Alloy,76503,AMERICAN,MEDIUM,CHRYSLER,5867,7424,10353,12162,6126,7369,10317,11996,NULL,NULL,22916,0,CO,6420,0,1272,TE,2596100
0,2009-03-10,OTHER,2007,2,FORD,FIVE HUNDRED 3.0L V6,SEL,4D SEDAN SEL,SILVER,AUTO,1,Alloy,84756,AMERICAN,LARGE,FORD,9175,11070,10409,12456,8213,10425,9370,11759,NULL,NULL,21053,0,CA,7335,0,1633,YX,2596500
0,2009-05-19,OTHER,2005,4,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,BLUE,AUTO,2,Covers,45337,OTHER ASIAN,MEDIUM,OTHER,3837,4833,4644,5720,3837,4833,4644,5720,NULL,NULL,21053,0,CA,5505,0,482,IE,2596700
0,2010-04-06,OTHER,2004,6,FORD,EXPEDITION 2WD V8,XLT,4D SUV 4.6L XLT,RED,AUTO,1,Alloy,88183,AMERICAN,LARGE SUV,FORD,8765,10531,12176,13934,8485,10001,12099,13187,NULL,NULL,21053,0,CA,9805,0,1113,LJ,2597200
0,2009-12-02,MANHEIM,2005,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,BLUE,AUTO,2,Covers,75291,TOP LINE ASIAN,MEDIUM,OTHER,6000,7253,6980,8333,6737,7998,10308,11902,NULL,NULL,22808,0,TX,6925,0,686,CA,2597300
0,2010-09-08,MANHEIM,2004,6,MERCURY,MOUNTAINEER AWD V8,NA,4D SUV 4.6L,BLUE,AUTO,1,Alloy,84091,AMERICAN,MEDIUM SUV,FORD,7026,8299,12237,14256,6100,7305,10427,11411,NULL,NULL,17212,0,TX,8035,0,2282,UF,2597400
0,2010-10-21,OTHER,2006,4,DODGE,DURANGO 4WD V8,SXT,4D SUV 4.7L,BLUE,AUTO,1,Alloy,75672,AMERICAN,MEDIUM SUV,CHRYSLER,8666,11175,13850,15524,8974,11228,13403,15482,NULL,NULL,99750,0,OR,9900,0,1623,AZ,2597800
1,2010-03-12,OTHER,2004,6,CHRYSLER,SEBRING V6,Tou,2D CONVERTIBLE TOURING,GREEN,AUTO,1,Alloy,50846,AMERICAN,MEDIUM,CHRYSLER,4963,6060,8588,9822,4893,6109,8387,9410,NULL,NULL,17212,1,TX,6300,0,1003,BL,2597900
1,2009-07-29,MANHEIM,2005,4,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,BLACK,AUTO,1,Alloy,65533,AMERICAN,LARGE,FORD,6124,7519,7114,8621,6066,7287,7051,8370,NULL,NULL,23359,1,CA,6720,0,1313,MH,2598100
0,2009-05-27,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,OTHER,AUTO,2,Covers,47697,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6626,7709,7656,8826,NULL,NULL,99750,0,FL,7400,0,764,TV,2599400
0,2010-09-22,OTHER,2005,5,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,GREEN,AUTO,1,Alloy,94554,AMERICAN,SMALL SUV,FORD,5315,6822,8799,10673,6093,7494,9232,10662,NULL,NULL,18880,0,SC,7900,0,1053,YX,2600000
0,2009-11-24,MANHEIM,2004,5,FORD,TAURUS,SES,4D SEDAN SES DURATEC,BLACK,AUTO,NULL,NULL,79687,AMERICAN,MEDIUM,FORD,3232,4423,3991,5277,3742,4800,6673,7603,NULL,NULL,22808,0,TX,4510,0,920,DD,2600700
0,2010-04-27,MANHEIM,2006,4,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,GREY,AUTO,1,Alloy,88433,AMERICAN,SMALL SUV,FORD,8870,11495,12597,15158,9485,11410,13900,15751,NULL,NULL,20207,0,TX,7685,0,1503,SD,2600800
1,2010-12-21,MANHEIM,2003,7,SATURN,ION,2,2D QUAD COUPE LEVEL 2,WHITE,AUTO,2,Covers,94262,AMERICAN,MEDIUM,GM,3066,3953,5820,6733,3299,3965,6064,6703,NULL,NULL,8655,1,TX,4110,0,1209,BF,2601000
0,2009-05-06,MANHEIM,2003,6,JEEP,LIBERTY 2WD V6 3.7L,Lim,4D SUV LIMITED,SILVER,AUTO,1,Alloy,81732,AMERICAN,SMALL SUV,CHRYSLER,5622,6509,6572,7530,5622,6509,6572,7530,NULL,NULL,19619,0,FL,7000,0,1023,TV,2601300
0,2009-08-19,MANHEIM,2002,7,JEEP,LIBERTY 4WD V6 3.7L,Spo,4D SUV SPORT,SILVER,AUTO,1,Alloy,82259,AMERICAN,SMALL SUV,CHRYSLER,4884,5917,5775,6890,4506,5789,7558,9189,NULL,NULL,22916,0,CO,7305,0,1283,PJ,2602400
0,2009-08-05,OTHER,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,BLACK,AUTO,2,Covers,56669,AMERICAN,MEDIUM,CHRYSLER,7960,8466,9097,9643,NA,NA,NA,NA,NULL,NULL,99761,0,OK,7300,0,920,YJ,2602600
0,2010-02-26,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,BLUE,AUTO,2,Covers,47150,AMERICAN,MEDIUM,CHRYSLER,NA,NA,NA,NA,7731,8668,11453,12309,NULL,NULL,99761,0,OK,7300,0,693,VD,2602900
1,2010-03-31,MANHEIM,2003,7,SATURN,L SERIES,L20,4D SEDAN L200,SILVER,AUTO,1,Alloy,84484,AMERICAN,MEDIUM,GM,3693,4994,6028,7684,3178,4423,5931,7152,NULL,NULL,21973,1,FL,5650,0,1933,YJ,2603200
0,2010-05-26,MANHEIM,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,77702,AMERICAN,MEDIUM,CHRYSLER,4824,6443,8306,11094,6439,7375,9771,10734,NULL,NULL,20928,0,FL,5550,0,1389,GE,2603400
0,2010-06-16,MANHEIM,2007,3,KIA,SPECTRA,EX,4D SEDAN EX,BLUE,AUTO,2,Covers,76466,OTHER ASIAN,MEDIUM,OTHER,5674,6712,9184,10054,6104,7354,9341,10939,NULL,NULL,21973,0,FL,6450,0,569,UF,2603800
0,2010-08-18,MANHEIM,2008,2,JEEP,PATRIOT FWD 4C,Spo,4D SUV SPORT,GOLD,AUTO,2,Covers,90814,AMERICAN,SMALL SUV,CHRYSLER,9015,10380,12720,14646,8967,10364,12915,14212,NULL,NULL,20740,0,FL,8755,0,1053,VD,2604000
0,2010-11-23,OTHER,2009,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN,SILVER,AUTO,2,Covers,43253,AMERICAN,MEDIUM,CHRYSLER,8835,9388,12456,13328,NA,NA,NA,NA,NULL,NULL,99761,0,OK,8700,0,834,UF,2604500
0,2009-10-08,OTHER,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLUE,AUTO,2,Covers,49066,AMERICAN,MEDIUM,CHRYSLER,7150,7642,8222,8753,6366,6963,10515,11501,NULL,NULL,99761,0,NC,6300,0,975,DZ,2604900
0,2010-06-23,OTHER,2005,5,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,WHITE,AUTO,1,Alloy,83820,AMERICAN,MEDIUM,GM,4743,6525,7982,10191,4868,6709,8405,11096,NULL,NULL,20207,0,TX,5470,0,1243,US,2605200
0,2010-07-02,OTHER,2006,4,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,81528,AMERICAN,MEDIUM,GM,6913,8316,10586,11858,6091,7151,9503,10739,NULL,NULL,20740,0,SC,7400,0,1373,RT,2605600
0,2010-10-12,OTHER,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,1,Alloy,76333,AMERICAN,LARGE,GM,7627,8788,11297,12572,7078,8282,10791,12229,NULL,NULL,99750,0,TN,8000,0,1974,NF,2606000
0,2010-11-16,MANHEIM,2003,7,FORD,RANGER PICKUP 4WD V6,Edg,REG CAB 3.0L EDGE,WHITE,AUTO,1,Alloy,67963,AMERICAN,SMALL TRUCK,FORD,6234,7235,9554,10420,5726,7372,9204,11850,NULL,NULL,22916,0,CO,7180,0,1320,BF,2606900
0,2009-09-16,MANHEIM,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,MAROON,AUTO,2,Covers,81181,AMERICAN,LARGE,GM,7190,8497,8265,9677,6590,7684,10099,11228,NULL,NULL,22808,0,TX,6825,0,2152,AU,2607900
0,2010-02-03,MANHEIM,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,GREEN,AUTO,2,Covers,66685,AMERICAN,MEDIUM,CHRYSLER,4985,6154,8615,9793,5418,6429,8649,9719,NULL,NULL,25100,0,TX,5425,0,1215,US,2608200
0,2010-06-30,MANHEIM,2006,4,VOLKSWAGEN,JETTA 5C,Bas,4D SEDAN,BLUE,AUTO,1,Alloy,48590,OTHER,SPECIALTY,OTHER,8354,9692,12298,13585,8483,10116,12352,14356,NULL,NULL,25100,0,TX,9250,0,905,UF,2608800
0,2010-02-18,MANHEIM,2006,4,NISSAN,SENTRA,Bas,4D SEDAN 1.8,RED,AUTO,2,Covers,68364,TOP LINE ASIAN,COMPACT,OTHER,5724,6509,9223,9953,6245,7284,9441,10501,NULL,NULL,1231,0,IL,6565,1,533,NL,2609500
0,2010-10-14,MANHEIM,2004,6,CHRYSLER,PACIFICA AWD,NA,4D SPORT TOURER,WHITE,AUTO,1,Alloy,44757,AMERICAN,CROSSOVER,CHRYSLER,6434,7949,10214,11819,6270,7878,9402,10488,NULL,NULL,20833,0,IL,9290,0,1257,RH,2609800
0,2009-06-12,MANHEIM,2005,4,FORD,F150 PICKUP 2WD V8 4,XLT,CREW CAB 4.6L XLT,SILVER,AUTO,1,Alloy,83852,AMERICAN,LARGE TRUCK,FORD,10700,12960,12056,14497,10613,12769,11962,14291,NULL,NULL,22916,0,NV,10960,0,853,AZ,2610000
1,2009-02-26,MANHEIM,2004,5,SATURN,ION 2.2L I4 EFI,2,4D SEDAN LEVEL 2,SILVER,AUTO,2,Covers,72834,AMERICAN,MEDIUM,GM,4504,5570,5364,6516,4461,5551,5318,6495,NULL,NULL,17212,1,TX,5370,0,803,US,2610700
0,2010-01-28,MANHEIM,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,GREY,AUTO,2,Covers,83348,AMERICAN,MEDIUM,CHRYSLER,7080,8308,10547,12089,8553,9852,11649,13024,NULL,NULL,8655,0,TX,7470,0,1243,CX,2610900
